transaction_id,order_id,customer_id,amount,expected_settlement,settled_amount,difference,status,priority,anomaly_score,ml_risk,combined_risk_score,risk_level
TXN000998,ORD000998,CUST00628,1202.99,1185.89,1185.89,0.0,MATCHED,LOW,19.65,LOW,11.79,LOW
TXN000999,ORD000999,CUST00694,16203.92,15806.26,15806.26,0.0,MATCHED,LOW,6.68,LOW,4.01,LOW
TXN001000,ORD001000,CUST00340,24146.35,23591.3,23591.3,0.0,MATCHED,LOW,26.64,LOW,15.98,LOW
TXN001001,ORD001001,CUST00109,362.64,352.1,352.1,0.0,MATCHED,LOW,33.45,LOW,20.07,LOW
TXN001002,ORD001002,CUST00228,12815.84,12618.74,12618.74,0.0,MATCHED,LOW,4.82,LOW,2.89,LOW
TXN001003,ORD001003,CUST00572,14554.91,14350.39,14350.39,0.0,MATCHED,LOW,7.39,LOW,4.43,LOW
TXN001004,ORD001004,CUST00227,11199.89,10930.51,10930.51,0.0,MATCHED,LOW,1.72,LOW,1.03,LOW
TXN001005,ORD001005,CUST00475,19331.32,19082.8,19082.8,0.0,MATCHED,LOW,13.05,LOW,7.83,LOW
TXN001006,ORD001006,CUST00513,3853.55,3798.76,3798.76,0.0,MATCHED,LOW,10.97,LOW,6.58,LOW
TXN001007,ORD001007,CUST00495,2703.28,2630.63,2502.59,128.04,UNDER_SETTLED,LOW,26.4,LOW,16.57,LOW
TXN001008,ORD001008,CUST00088,2990.13,2930.58,2930.58,0.0,MATCHED,LOW,7.9,LOW,4.74,LOW
TXN001009,ORD001009,CUST00146,8773.38,8643.27,8643.27,0.0,MATCHED,LOW,5.87,LOW,3.52,LOW
TXN001010,ORD001010,CUST00467,19628.32,19277.34,19277.34,0.0,MATCHED,LOW,8.7,LOW,5.22,LOW
TXN001011,ORD001011,CUST00495,8772.68,8531.52,,8531.52,MISSING_SETTLEMENT,CRITICAL,76.99,HIGH,61.5,HIGH
TXN001012,ORD001012,CUST00449,18077.65,17671.19,17671.19,0.0,MATCHED,LOW,5.8,LOW,3.48,LOW
TXN001013,ORD001013,CUST00327,1772.64,1726.95,1726.95,0.0,MATCHED,LOW,15.93,LOW,9.56,LOW
TXN001014,ORD001014,CUST00118,662.37,647.08,647.08,0.0,MATCHED,LOW,21.41,LOW,12.85,LOW
TXN001015,ORD001015,CUST00664,2823.13,2759.26,2759.26,0.0,MATCHED,LOW,8.84,LOW,5.3,LOW
TXN001016,ORD001016,CUST00169,23255.07,22910.71,22910.71,0.0,MATCHED,LOW,18.23,LOW,10.94,LOW
TXN001017,ORD001017,CUST00250,12948.25,12573.12,12573.12,0.0,MATCHED,LOW,13.58,LOW,8.15,LOW
TXN001018,ORD001018,CUST00164,8341.64,8116.97,8116.97,0.0,MATCHED,LOW,6.2,LOW,3.72,LOW
TXN001019,ORD001019,CUST00474,5873.2,899.15,899.15,0.0,MATCHED,LOW,54.09,MEDIUM,32.45,LOW
TXN001020,ORD001020,CUST00645,4692.85,4566.3,4566.3,0.0,MATCHED,LOW,11.66,LOW,7.0,LOW
TXN001021,ORD001021,CUST00674,10860.15,10637.96,10637.96,0.0,MATCHED,LOW,0.0,LOW,0.0,LOW
TXN001022,ORD001022,CUST00629,22089.12,14885.24,14885.24,0.0,MATCHED,LOW,65.82,HIGH,39.49,MEDIUM
TXN001023,ORD001023,CUST00607,10795.87,10555.43,10555.43,0.0,MATCHED,LOW,0.65,LOW,0.39,LOW
TXN001024,ORD001024,CUST00220,5224.03,5084.99,5084.99,0.0,MATCHED,LOW,10.13,LOW,6.08,LOW
TXN001025,ORD001025,CUST00065,14475.96,14233.61,14233.61,0.0,MATCHED,LOW,3.25,LOW,1.95,LOW
TXN001026,ORD001026,CUST00550,4755.3,4637.75,4637.75,0.0,MATCHED,LOW,6.64,LOW,3.98,LOW
TXN001027,ORD001027,CUST00202,11493.01,11207.64,11207.64,0.0,MATCHED,LOW,3.48,LOW,2.09,LOW
TXN001028,ORD001028,CUST00687,21579.65,21230.79,21230.79,0.0,MATCHED,LOW,12.82,LOW,7.69,LOW
TXN001029,ORD001029,CUST00655,7903.76,7764.71,7764.71,0.0,MATCHED,LOW,4.47,LOW,2.68,LOW
TXN001030,ORD001030,CUST00626,9874.35,9656.56,9656.56,0.0,MATCHED,LOW,1.55,LOW,0.93,LOW
TXN001031,ORD001031,CUST00357,8864.42,8619.89,8619.89,0.0,MATCHED,LOW,8.1,LOW,4.86,LOW
TXN001032,ORD001032,CUST00633,4395.94,4298.02,4298.02,0.0,MATCHED,LOW,7.62,LOW,4.57,LOW
TXN001033,ORD001033,CUST00305,22975.2,22643.51,22643.51,0.0,MATCHED,LOW,17.26,LOW,10.36,LOW
TXN001034,ORD001034,CUST00087,16835.54,16465.93,16465.93,0.0,MATCHED,LOW,5.32,LOW,3.19,LOW
TXN001035,ORD001035,CUST00121,6040.46,5968.65,5968.65,0.0,MATCHED,LOW,12.23,LOW,7.34,LOW
TXN001036,ORD001036,CUST00188,9395.32,9121.45,9121.45,0.0,MATCHED,LOW,12.57,LOW,7.54,LOW
TXN001037,ORD001037,CUST00524,9772.74,9650.49,,9650.49,MISSING_SETTLEMENT,CRITICAL,79.16,HIGH,64.7,HIGH
TXN001038,ORD001038,CUST00142,14412.67,14122.53,14122.53,0.0,MATCHED,LOW,1.87,LOW,1.12,LOW
TXN001039,ORD001039,CUST00191,12218.09,11907.7,11907.7,0.0,MATCHED,LOW,2.27,LOW,1.36,LOW
TXN001040,ORD001040,CUST00661,23274.3,22985.81,22985.81,0.0,MATCHED,LOW,26.29,LOW,15.77,LOW
TXN001041,ORD001041,CUST00569,4254.95,4164.74,4164.74,0.0,MATCHED,LOW,7.0,LOW,4.2,LOW
TXN001042,ORD001042,CUST00144,4758.75,4662.23,4662.23,0.0,MATCHED,LOW,5.33,LOW,3.2,LOW
TXN001043,ORD001043,CUST00635,1434.92,1397.71,1397.71,0.0,MATCHED,LOW,18.96,LOW,11.38,LOW
TXN001044,ORD001044,CUST00010,12166.76,11846.33,11846.33,0.0,MATCHED,LOW,4.8,LOW,2.88,LOW
TXN001045,ORD001045,CUST00394,24099.34,23621.97,23621.97,0.0,MATCHED,LOW,19.96,LOW,11.98,LOW
TXN001046,ORD001046,CUST00669,12424.75,12225.25,12225.25,0.0,MATCHED,LOW,4.89,LOW,2.93,LOW
TXN001047,ORD001047,CUST00504,10449.2,10222.6,10222.6,0.0,MATCHED,LOW,1.4,LOW,0.84,LOW
TXN001048,ORD001048,CUST00501,4264.61,4213.35,4213.35,0.0,MATCHED,LOW,15.81,LOW,9.49,LOW
TXN001049,ORD001049,CUST00032,19917.43,19424.43,19424.43,0.0,MATCHED,LOW,10.01,LOW,6.01,LOW
TXN001050,ORD001050,CUST00300,914.11,887.95,887.95,0.0,MATCHED,LOW,24.61,LOW,14.77,LOW
TXN001051,ORD001051,CUST00551,7287.89,7184.77,7184.77,0.0,MATCHED,LOW,6.8,LOW,4.08,LOW
TXN001052,ORD001052,CUST00469,14184.7,13943.06,13943.06,0.0,MATCHED,LOW,3.3,LOW,1.98,LOW
TXN001053,ORD001053,CUST00508,13788.18,13467.42,13467.42,0.0,MATCHED,LOW,1.74,LOW,1.04,LOW
TXN001054,ORD001054,CUST00587,2943.75,2904.29,2904.29,0.0,MATCHED,LOW,15.74,LOW,9.44,LOW
TXN001055,ORD001055,CUST00557,20599.74,20181.72,20181.72,0.0,MATCHED,LOW,8.44,LOW,5.06,LOW
TXN001056,ORD001056,CUST00556,20583.01,20229.07,20229.07,0.0,MATCHED,LOW,10.78,LOW,6.47,LOW
TXN001057,ORD001057,CUST00452,13704.2,13371.89,12307.29,1064.6,UNDER_SETTLED,MEDIUM,40.91,MEDIUM,26.86,LOW
TXN001058,ORD001058,CUST00105,18426.12,17928.89,17928.89,0.0,MATCHED,LOW,12.59,LOW,7.55,LOW
TXN001059,ORD001059,CUST00254,7512.95,4041.24,4041.24,0.0,MATCHED,LOW,34.96,LOW,20.98,LOW
TXN001060,ORD001060,CUST00461,6644.1,6562.83,6562.83,0.0,MATCHED,LOW,10.3,LOW,6.18,LOW
TXN001061,ORD001061,CUST00450,21645.73,21216.04,21216.04,0.0,MATCHED,LOW,12.02,LOW,7.21,LOW
TXN001062,ORD001062,CUST00243,5325.97,5190.36,5190.36,0.0,MATCHED,LOW,8.01,LOW,4.81,LOW
TXN001063,ORD001063,CUST00603,17259.43,718.99,718.99,0.0,MATCHED,LOW,75.39,HIGH,45.23,MEDIUM
TXN001064,ORD001064,CUST00625,15855.99,15555.13,15555.13,0.0,MATCHED,LOW,3.58,LOW,2.15,LOW
TXN001065,ORD001065,CUST00631,3566.95,3474.99,3474.99,0.0,MATCHED,LOW,9.89,LOW,5.93,LOW
TXN001066,ORD001066,CUST00212,20155.47,19785.49,19785.49,0.0,MATCHED,LOW,8.3,LOW,4.98,LOW
TXN001067,ORD001067,CUST00360,13353.79,13086.47,13086.47,0.0,MATCHED,LOW,1.24,LOW,0.74,LOW
TXN001068,ORD001068,CUST00552,4292.6,4193.82,4193.82,0.0,MATCHED,LOW,7.89,LOW,4.73,LOW
TXN001069,ORD001069,CUST00300,7304.4,7106.97,7106.97,0.0,MATCHED,LOW,7.06,LOW,4.24,LOW
TXN001070,ORD001070,CUST00527,24638.66,24317.09,24317.09,0.0,MATCHED,LOW,28.89,LOW,17.33,LOW
TXN001071,ORD001071,CUST00098,3476.16,3380.17,3380.17,0.0,MATCHED,LOW,13.38,LOW,8.03,LOW
TXN001072,ORD001072,CUST00422,22977.34,22570.82,21876.96,693.86,UNDER_SETTLED,MEDIUM,45.28,MEDIUM,28.85,LOW
TXN001073,ORD001073,CUST00672,3259.52,3219.18,3219.18,0.0,MATCHED,LOW,17.3,LOW,10.38,LOW
TXN001074,ORD001074,CUST00256,3741.46,3669.1,3669.1,0.0,MATCHED,LOW,7.62,LOW,4.57,LOW
TXN001075,ORD001075,CUST00254,19060.69,2309.84,2309.84,0.0,MATCHED,LOW,69.27,HIGH,41.56,MEDIUM
TXN001076,ORD001076,CUST00403,12287.52,11936.77,11936.77,0.0,MATCHED,LOW,9.44,LOW,5.66,LOW
TXN001077,ORD001077,CUST00648,6791.06,6645.72,6645.72,0.0,MATCHED,LOW,2.69,LOW,1.61,LOW
TXN001078,ORD001078,CUST00385,11354.59,11060.94,11060.94,0.0,MATCHED,LOW,4.24,LOW,2.54,LOW
TXN001079,ORD001079,CUST00096,10130.98,9870.19,9870.19,0.0,MATCHED,LOW,3.56,LOW,2.14,LOW
TXN001080,ORD001080,CUST00285,17398.12,17167.89,17167.89,0.0,MATCHED,LOW,9.39,LOW,5.63,LOW
TXN001081,ORD001081,CUST00466,23761.33,23110.49,23110.49,0.0,MATCHED,LOW,39.75,MEDIUM,23.85,LOW
TXN001082,ORD001082,CUST00596,161.58,157.57,157.57,0.0,MATCHED,LOW,30.28,LOW,18.17,LOW
TXN001083,ORD001083,CUST00096,18300.21,18066.51,18066.51,0.0,MATCHED,LOW,11.44,LOW,6.86,LOW
TXN001084,ORD001084,CUST00651,16637.18,16162.49,16162.49,0.0,MATCHED,LOW,15.86,LOW,9.52,LOW
TXN001085,ORD001085,CUST00065,19912.38,19439.64,19439.64,0.0,MATCHED,LOW,9.02,LOW,5.41,LOW
TXN001086,ORD001086,CUST00224,24206.4,23540.3,23540.3,0.0,MATCHED,LOW,43.53,MEDIUM,26.12,LOW
TXN001087,ORD001087,CUST00507,6786.57,6693.16,6693.16,0.0,MATCHED,LOW,7.07,LOW,4.24,LOW
TXN001088,ORD001088,CUST00346,13728.03,1357.01,1357.01,0.0,MATCHED,LOW,59.82,MEDIUM,35.89,MEDIUM
TXN001089,ORD001089,CUST00580,21325.32,15013.51,15013.51,0.0,MATCHED,LOW,46.52,MEDIUM,27.91,LOW
TXN001090,ORD001090,CUST00352,22364.45,21955.84,21955.84,0.0,MATCHED,LOW,12.42,LOW,7.45,LOW
TXN001091,ORD001091,CUST00050,1243.98,1225.44,1225.44,0.0,MATCHED,LOW,18.51,LOW,11.11,LOW
TXN001092,ORD001092,CUST00471,505.41,494.45,494.45,0.0,MATCHED,LOW,23.3,LOW,13.98,LOW
TXN001093,ORD001093,CUST00452,11467.3,11318.38,11318.38,0.0,MATCHED,LOW,9.45,LOW,5.67,LOW
TXN001094,ORD001094,CUST00208,24892.78,24286.51,24286.51,0.0,MATCHED,LOW,38.1,MEDIUM,22.86,LOW
TXN001095,ORD001095,CUST00666,7616.45,7498.98,7498.98,0.0,MATCHED,LOW,5.3,LOW,3.18,LOW
TXN001096,ORD001096,CUST00096,16399.24,15920.9,15920.9,0.0,MATCHED,LOW,18.22,LOW,10.93,LOW
TXN001097,ORD001097,CUST00085,9358.91,9208.94,9208.94,0.0,MATCHED,LOW,4.71,LOW,2.83,LOW
TXN001098,ORD001098,CUST00170,1389.5,324.72,324.72,0.0,MATCHED,LOW,54.5,MEDIUM,32.7,LOW
TXN001099,ORD001099,CUST00313,18177.11,17808.67,17808.67,0.0,MATCHED,LOW,6.01,LOW,3.61,LOW
TXN001100,ORD001100,CUST00240,10787.85,10481.23,10481.23,0.0,MATCHED,LOW,7.69,LOW,4.61,LOW
TXN001101,ORD001101,CUST00098,127.05,124.24,124.24,0.0,MATCHED,LOW,30.63,LOW,18.38,LOW
TXN001102,ORD001102,CUST00080,3404.22,3306.26,3306.26,0.0,MATCHED,LOW,14.85,LOW,8.91,LOW
TXN001103,ORD001103,CUST00532,17031.57,16767.36,16767.36,0.0,MATCHED,LOW,6.06,LOW,3.64,LOW
TXN001104,ORD001104,CUST00009,17420.37,16985.09,16985.09,0.0,MATCHED,LOW,7.57,LOW,4.54,LOW
TXN001105,ORD001105,CUST00433,17381.37,17106.91,17106.91,0.0,MATCHED,LOW,6.1,LOW,3.66,LOW
TXN001106,ORD001106,CUST00073,5800.78,5696.11,5696.11,0.0,MATCHED,LOW,5.09,LOW,3.05,LOW
TXN001107,ORD001107,CUST00105,2669.72,2625.59,2625.59,0.0,MATCHED,LOW,11.44,LOW,6.86,LOW
TXN001108,ORD001108,CUST00307,3514.52,3430.73,3430.73,0.0,MATCHED,LOW,8.07,LOW,4.84,LOW
TXN001109,ORD001109,CUST00137,16075.25,15806.71,15806.71,0.0,MATCHED,LOW,4.36,LOW,2.62,LOW
TXN001110,ORD001110,CUST00147,1803.45,1780.15,1780.15,0.0,MATCHED,LOW,21.06,LOW,12.64,LOW
TXN001111,ORD001111,CUST00009,15296.95,15022.98,15022.98,0.0,MATCHED,LOW,3.97,LOW,2.38,LOW
TXN001112,ORD001112,CUST00451,8844.57,8664.09,8664.09,0.0,MATCHED,LOW,0.32,LOW,0.19,LOW
TXN001113,ORD001113,CUST00644,18731.89,18336.22,18336.22,0.0,MATCHED,LOW,7.86,LOW,4.72,LOW
TXN001114,ORD001114,CUST00631,17195.5,16955.24,16955.24,0.0,MATCHED,LOW,8.04,LOW,4.82,LOW
TXN001115,ORD001115,CUST00089,22425.16,21878.8,21878.8,0.0,MATCHED,LOW,20.96,LOW,12.58,LOW
TXN001116,ORD001116,CUST00127,14780.39,14428.53,14428.53,0.0,MATCHED,LOW,4.18,LOW,2.51,LOW
TXN001117,ORD001117,CUST00360,24084.89,23573.53,23573.53,0.0,MATCHED,LOW,21.72,LOW,13.03,LOW
TXN001118,ORD001118,CUST00144,6269.88,6163.46,6163.46,0.0,MATCHED,LOW,3.8,LOW,2.28,LOW
TXN001119,ORD001119,CUST00087,6279.36,3352.75,3352.75,0.0,MATCHED,LOW,34.32,LOW,20.59,LOW
TXN001120,ORD001120,CUST00615,18057.37,17588.63,17588.63,0.0,MATCHED,LOW,11.83,LOW,7.1,LOW
TXN001121,ORD001121,CUST00028,21212.51,20607.25,20607.25,0.0,MATCHED,LOW,26.41,LOW,15.85,LOW
TXN001122,ORD001122,CUST00309,5215.6,5079.39,5079.39,0.0,MATCHED,LOW,9.58,LOW,5.75,LOW
TXN001123,ORD001123,CUST00522,4797.3,4660.8,4660.8,0.0,MATCHED,LOW,13.69,LOW,8.21,LOW
TXN001124,ORD001124,CUST00303,16189.63,15979.79,15979.79,0.0,MATCHED,LOW,9.37,LOW,5.62,LOW
TXN001125,ORD001125,CUST00246,12422.7,12080.0,12080.0,0.0,MATCHED,LOW,7.82,LOW,4.69,LOW
TXN001126,ORD001126,CUST00247,12539.61,12290.02,12290.02,0.0,MATCHED,LOW,0.22,LOW,0.13,LOW
TXN001127,ORD001127,CUST00073,13254.33,13079.12,13079.12,0.0,MATCHED,LOW,8.4,LOW,5.04,LOW
TXN001128,ORD001128,CUST00370,23354.72,22707.94,22707.94,0.0,MATCHED,LOW,37.78,MEDIUM,22.67,LOW
TXN001129,ORD001129,CUST00397,21534.27,21170.25,21170.25,0.0,MATCHED,LOW,13.03,LOW,7.82,LOW
TXN001130,ORD001130,CUST00431,9198.77,8934.47,8934.47,0.0,MATCHED,LOW,10.45,LOW,6.27,LOW
TXN001131,ORD001131,CUST00177,19091.88,14572.33,14572.33,0.0,MATCHED,LOW,39.9,MEDIUM,23.94,LOW
TXN001132,ORD001132,CUST00075,515.57,506.97,506.97,0.0,MATCHED,LOW,24.28,LOW,14.57,LOW
TXN001133,ORD001133,CUST00015,6628.41,6468.41,6468.41,0.0,MATCHED,LOW,2.27,LOW,1.36,LOW
TXN001134,ORD001134,CUST00062,23722.13,23233.81,23233.81,0.0,MATCHED,LOW,18.86,LOW,11.32,LOW
TXN001135,ORD001135,CUST00519,7233.55,3053.15,3053.15,0.0,MATCHED,LOW,41.39,MEDIUM,24.83,LOW
TXN001136,ORD001136,CUST00514,19201.04,18797.5,18797.5,0.0,MATCHED,LOW,7.07,LOW,4.24,LOW
TXN001137,ORD001137,CUST00412,2152.45,2103.15,2103.15,0.0,MATCHED,LOW,12.28,LOW,7.37,LOW
TXN001138,ORD001138,CUST00551,15439.57,15177.27,15177.27,0.0,MATCHED,LOW,4.3,LOW,2.58,LOW
TXN001139,ORD001139,CUST00086,7816.68,7590.3,7590.3,0.0,MATCHED,LOW,11.35,LOW,6.81,LOW
TXN001140,ORD001140,CUST00209,24360.4,23839.49,23839.49,0.0,MATCHED,LOW,25.87,LOW,15.52,LOW
TXN001141,ORD001141,CUST00550,8236.08,8119.65,8119.65,0.0,MATCHED,LOW,6.39,LOW,3.83,LOW
TXN001142,ORD001142,CUST00650,19104.28,18761.62,18761.62,0.0,MATCHED,LOW,7.62,LOW,4.57,LOW
TXN001143,ORD001143,CUST00698,16114.55,15797.8,15797.8,0.0,MATCHED,LOW,3.85,LOW,2.31,LOW
TXN001144,ORD001144,CUST00448,18275.96,17851.76,17851.76,0.0,MATCHED,LOW,6.31,LOW,3.79,LOW
TXN001145,ORD001145,CUST00060,6187.55,6082.61,6082.61,0.0,MATCHED,LOW,3.85,LOW,2.31,LOW
TXN001146,ORD001146,CUST00119,11388.96,656.49,656.49,0.0,MATCHED,LOW,63.97,HIGH,38.38,MEDIUM
TXN001147,ORD001147,CUST00057,7801.32,7588.88,7588.88,0.0,MATCHED,LOW,7.73,LOW,4.64,LOW
TXN001148,ORD001148,CUST00674,18542.39,18247.34,18247.34,0.0,MATCHED,LOW,6.78,LOW,4.07,LOW
TXN001149,ORD001149,CUST00013,17726.73,17220.29,17220.29,0.0,MATCHED,LOW,15.94,LOW,9.56,LOW
TXN001150,ORD001150,CUST00012,4179.43,4082.42,4082.42,0.0,MATCHED,LOW,7.49,LOW,4.49,LOW
TXN001151,ORD001151,CUST00536,12978.85,12731.12,12731.12,0.0,MATCHED,LOW,1.19,LOW,0.71,LOW
TXN001152,ORD001152,CUST00266,4257.38,4181.32,4181.32,0.0,MATCHED,LOW,8.01,LOW,4.81,LOW
TXN001153,ORD001153,CUST00276,18350.1,17923.73,17923.73,0.0,MATCHED,LOW,6.63,LOW,3.98,LOW
TXN001154,ORD001154,CUST00031,8441.77,8293.4,8293.4,0.0,MATCHED,LOW,3.83,LOW,2.3,LOW
TXN001155,ORD001155,CUST00279,13143.97,12850.82,12850.82,0.0,MATCHED,LOW,2.13,LOW,1.28,LOW
TXN001156,ORD001156,CUST00591,15725.57,15346.05,15346.05,0.0,MATCHED,LOW,6.65,LOW,3.99,LOW
TXN001157,ORD001157,CUST00467,12818.47,12476.2,12476.2,0.0,MATCHED,LOW,7.11,LOW,4.27,LOW
TXN001158,ORD001158,CUST00512,21498.06,21074.96,21074.96,0.0,MATCHED,LOW,11.08,LOW,6.65,LOW
TXN001159,ORD001159,CUST00377,4017.02,3948.0,3948.0,0.0,MATCHED,LOW,7.09,LOW,4.25,LOW
TXN001160,ORD001160,CUST00106,22367.28,22051.11,22051.11,0.0,MATCHED,LOW,16.39,LOW,9.83,LOW
TXN001161,ORD001161,CUST00119,5787.27,5638.12,5638.12,0.0,MATCHED,LOW,7.7,LOW,4.62,LOW
TXN001162,ORD001162,CUST00003,1196.54,183.48,183.48,0.0,MATCHED,LOW,57.12,MEDIUM,34.27,LOW
TXN001163,ORD001163,CUST00251,1244.94,1224.53,1224.53,0.0,MATCHED,LOW,17.48,LOW,10.49,LOW
TXN001164,ORD001164,CUST00393,23013.64,22544.83,22544.83,0.0,MATCHED,LOW,15.29,LOW,9.17,LOW
TXN001165,ORD001165,CUST00037,13866.33,13464.46,13464.46,0.0,MATCHED,LOW,15.1,LOW,9.06,LOW
TXN001166,ORD001166,CUST00672,10542.3,10274.26,10274.26,0.0,MATCHED,LOW,2.8,LOW,1.68,LOW
TXN001167,ORD001167,CUST00255,10464.79,10332.54,10332.54,0.0,MATCHED,LOW,9.95,LOW,5.97,LOW
TXN001168,ORD001168,CUST00328,6854.32,6730.6,6730.6,0.0,MATCHED,LOW,3.97,LOW,2.38,LOW
TXN001169,ORD001169,CUST00586,9382.92,9196.48,8204.01,992.47,UNDER_SETTLED,MEDIUM,35.31,MEDIUM,23.38,LOW
TXN001170,ORD001170,CUST00690,22558.33,22225.71,22225.71,0.0,MATCHED,LOW,15.66,LOW,9.4,LOW
TXN001171,ORD001171,CUST00229,20128.02,19561.28,19561.28,0.0,MATCHED,LOW,21.0,LOW,12.6,LOW
TXN001172,ORD001172,CUST00411,1816.27,1771.95,1771.95,0.0,MATCHED,LOW,13.82,LOW,8.29,LOW
TXN001173,ORD001173,CUST00290,19360.83,19034.62,,19034.62,MISSING_SETTLEMENT,CRITICAL,92.63,CRITICAL,88.69,CRITICAL
TXN001174,ORD001174,CUST00336,2251.0,398.65,398.65,0.0,MATCHED,LOW,55.72,MEDIUM,33.43,LOW
TXN001175,ORD001175,CUST00009,9286.09,9038.56,9038.56,0.0,MATCHED,LOW,5.97,LOW,3.58,LOW
TXN001176,ORD001176,CUST00578,19634.23,19161.76,19161.76,0.0,MATCHED,LOW,9.13,LOW,5.48,LOW
TXN001177,ORD001177,CUST00638,6140.34,5995.46,5995.46,0.0,MATCHED,LOW,3.03,LOW,1.82,LOW
TXN001178,ORD001178,CUST00606,24299.26,23946.51,23946.51,0.0,MATCHED,LOW,22.99,LOW,13.79,LOW
TXN001179,ORD001179,CUST00201,18338.34,18044.72,18044.72,0.0,MATCHED,LOW,6.72,LOW,4.03,LOW
TXN001180,ORD001180,CUST00252,3849.1,3800.87,3800.87,0.0,MATCHED,LOW,15.62,LOW,9.37,LOW
TXN001181,ORD001181,CUST00025,5901.64,5798.92,5798.92,0.0,MATCHED,LOW,4.76,LOW,2.86,LOW
TXN001182,ORD001182,CUST00652,21005.39,20710.51,20710.51,0.0,MATCHED,LOW,15.09,LOW,9.05,LOW
TXN001183,ORD001183,CUST00344,136.4,134.16,134.16,0.0,MATCHED,LOW,31.66,LOW,19.0,LOW
TXN001184,ORD001184,CUST00386,21240.25,20920.26,19968.32,951.94,UNDER_SETTLED,MEDIUM,44.08,MEDIUM,28.57,LOW
TXN001185,ORD001185,CUST00315,2688.33,2629.84,2629.84,0.0,MATCHED,LOW,9.02,LOW,5.41,LOW
TXN001186,ORD001186,CUST00244,10553.41,10422.39,10422.39,0.0,MATCHED,LOW,10.17,LOW,6.1,LOW
TXN001187,ORD001187,CUST00146,17820.15,17509.9,17509.9,0.0,MATCHED,LOW,5.0,LOW,3.0,LOW
TXN001188,ORD001188,CUST00045,23039.73,22627.64,22627.64,0.0,MATCHED,LOW,14.91,LOW,8.95,LOW
TXN001189,ORD001189,CUST00423,17551.09,17228.14,17228.14,0.0,MATCHED,LOW,4.58,LOW,2.75,LOW
TXN001190,ORD001190,CUST00470,24366.41,23846.05,23846.05,0.0,MATCHED,LOW,25.87,LOW,15.52,LOW
TXN001191,ORD001191,CUST00595,2479.87,2443.47,2443.47,0.0,MATCHED,LOW,14.41,LOW,8.65,LOW
TXN001192,ORD001192,CUST00653,20517.08,20165.46,20165.46,0.0,MATCHED,LOW,10.36,LOW,6.22,LOW
TXN001193,ORD001193,CUST00607,14238.74,13838.76,13838.76,0.0,MATCHED,LOW,11.75,LOW,7.05,LOW
TXN001194,ORD001194,CUST00679,24109.04,23651.92,23651.92,0.0,MATCHED,LOW,20.56,LOW,12.34,LOW
TXN001195,ORD001195,CUST00299,6598.67,6462.47,6462.47,0.0,MATCHED,LOW,2.58,LOW,1.55,LOW
TXN001196,ORD001196,CUST00403,17548.07,17295.84,17295.84,0.0,MATCHED,LOW,7.54,LOW,4.52,LOW
TXN001197,ORD001197,CUST00335,8019.64,7859.99,7859.99,0.0,MATCHED,LOW,0.77,LOW,0.46,LOW
TXN001198,ORD001198,CUST00240,1959.72,1925.49,1925.49,0.0,MATCHED,LOW,14.01,LOW,8.41,LOW
TXN001199,ORD001199,CUST00140,19520.43,19288.61,19288.61,0.0,MATCHED,LOW,15.4,LOW,9.24,LOW
TXN001200,ORD001200,CUST00112,3969.72,3870.99,3870.99,0.0,MATCHED,LOW,8.75,LOW,5.25,LOW
TXN001201,ORD001201,CUST00461,11704.77,11364.53,11364.53,0.0,MATCHED,LOW,12.12,LOW,7.27,LOW
TXN001202,ORD001202,CUST00124,13444.52,13207.04,13207.04,0.0,MATCHED,LOW,2.32,LOW,1.39,LOW
TXN001203,ORD001203,CUST00213,11352.74,11077.02,11077.02,0.0,MATCHED,LOW,2.09,LOW,1.25,LOW
TXN001204,ORD001204,CUST00272,21326.81,17423.03,17423.03,0.0,MATCHED,LOW,33.57,LOW,20.14,LOW
TXN001205,ORD001205,CUST00162,20209.16,19867.02,19867.02,0.0,MATCHED,LOW,8.97,LOW,5.38,LOW
TXN001206,ORD001206,CUST00618,1104.21,1072.73,1072.73,0.0,MATCHED,LOW,22.68,LOW,13.61,LOW
TXN001207,ORD001207,CUST00152,2371.2,2302.06,2302.06,0.0,MATCHED,LOW,19.55,LOW,11.73,LOW
TXN001208,ORD001208,CUST00365,9966.49,9747.67,9747.67,0.0,MATCHED,LOW,1.49,LOW,0.89,LOW
TXN001209,ORD001209,CUST00694,7541.13,7432.51,7432.51,0.0,MATCHED,LOW,6.71,LOW,4.03,LOW
TXN001210,ORD001210,CUST00032,23807.21,23288.1,23288.1,0.0,MATCHED,LOW,22.9,LOW,13.74,LOW
TXN001211,ORD001211,CUST00570,18727.15,18205.57,18205.57,0.0,MATCHED,LOW,17.39,LOW,10.43,LOW
TXN001212,ORD001212,CUST00097,11604.88,11377.13,11377.13,0.0,MATCHED,LOW,0.92,LOW,0.55,LOW
TXN001213,ORD001213,CUST00144,3124.19,3049.21,3049.21,0.0,MATCHED,LOW,8.75,LOW,5.25,LOW
TXN001214,ORD001214,CUST00228,3354.81,3271.77,3271.77,0.0,MATCHED,LOW,9.13,LOW,5.48,LOW
TXN001215,ORD001215,CUST00382,17188.5,16711.82,15443.21,1268.61,UNDER_SETTLED,MEDIUM,47.87,MEDIUM,31.38,LOW
TXN001216,ORD001216,CUST00087,14599.86,14391.55,14391.55,0.0,MATCHED,LOW,6.43,LOW,3.86,LOW
