transaction_id,order_id,customer_id,amount,payment_date,payment_status,gateway_fee,tax_on_fee,refund_amount,settled_amount,settlement_id,expected_settlement,difference,status
TXN001030,ORD001030,CUST00626,9874.35,2026-08-04,SUCCESS,184.57,33.22,0.0,9656.56,SET001004,9656.56,0.0,MATCHED
TXN001031,ORD001031,CUST00357,8864.42,2026-08-15,SUCCESS,207.23,37.3,0.0,8619.89,SET001005,8619.89,0.0,MATCHED
TXN001032,ORD001032,CUST00633,4395.94,2026-08-22,SUCCESS,82.98,14.94,0.0,4298.02,SET001006,4298.02,0.0,MATCHED
TXN001033,ORD001033,CUST00305,22975.2,2026-08-19,SUCCESS,281.09,50.6,0.0,22643.51,SET001007,22643.51,0.0,MATCHED
TXN001034,ORD001034,CUST00087,16835.54,2026-08-11,SUCCESS,313.23,56.38,0.0,16465.93,SET001008,16465.93,0.0,MATCHED
TXN001035,ORD001035,CUST00121,6040.46,2026-08-04,SUCCESS,60.86,10.95,0.0,5968.65,SET001009,5968.65,0.0,MATCHED
TXN001036,ORD001036,CUST00188,9395.32,2026-08-05,SUCCESS,232.09,41.78,0.0,9121.45,SET001010,9121.45,0.0,MATCHED
TXN001037,ORD001037,CUST00524,9772.74,2026-08-20,SUCCESS,103.6,18.65,0.0,,,9650.49,,MISSING_SETTLEMENT
TXN001038,ORD001038,CUST00142,14412.67,2026-08-14,SUCCESS,245.88,44.26,0.0,14122.53,SET001011,14122.53,0.0,MATCHED
TXN001039,ORD001039,CUST00191,12218.09,2026-08-18,SUCCESS,263.04,47.35,0.0,11907.7,SET001012,11907.7,0.0,MATCHED
TXN001040,ORD001040,CUST00661,23274.3,2026-08-06,SUCCESS,244.48,44.01,0.0,22985.81,SET001013,22985.81,0.0,MATCHED
TXN001041,ORD001041,CUST00569,4254.95,2026-08-10,SUCCESS,76.45,13.76,0.0,4164.74,SET001014,4164.74,0.0,MATCHED
TXN001042,ORD001042,CUST00144,4758.75,2026-08-15,SUCCESS,81.8,14.72,0.0,4662.23,SET001015,4662.23,0.0,MATCHED
TXN001043,ORD001043,CUST00635,1434.92,2026-08-12,SUCCESS,31.53,5.68,0.0,1397.71,SET001016,1397.71,0.0,MATCHED
TXN001044,ORD001044,CUST00010,12166.76,2026-08-07,SUCCESS,271.55,48.88,0.0,11846.33,SET001017,11846.33,0.0,MATCHED
TXN001045,ORD001045,CUST00394,24099.34,2026-08-17,SUCCESS,404.55,72.82,0.0,23621.97,SET001018,23621.97,0.0,MATCHED
TXN001046,ORD001046,CUST00669,12424.75,2026-08-22,SUCCESS,169.07,30.43,0.0,12225.25,SET001019,12225.25,0.0,MATCHED
TXN001047,ORD001047,CUST00504,10449.2,2026-08-15,SUCCESS,192.03,34.57,0.0,10222.6,SET001020,10222.6,0.0,MATCHED
TXN001048,ORD001048,CUST00501,4264.61,2026-08-19,SUCCESS,43.44,7.82,0.0,4213.35,SET001021,4213.35,0.0,MATCHED
TXN001049,ORD001049,CUST00032,19917.43,2026-08-08,SUCCESS,417.8,75.2,0.0,19424.43,SET001022,19424.43,0.0,MATCHED
TXN001050,ORD001050,CUST00300,914.11,2026-08-08,SUCCESS,22.17,3.99,0.0,887.95,SET001023,887.95,0.0,MATCHED
TXN001051,ORD001051,CUST00551,7287.89,2026-08-25,SUCCESS,87.39,15.73,0.0,7184.77,SET001024,7184.77,0.0,MATCHED
TXN001052,ORD001052,CUST00469,14184.7,2026-08-25,SUCCESS,204.78,36.86,0.0,13943.06,SET001025,13943.06,0.0,MATCHED
TXN001053,ORD001053,CUST00508,13788.18,2026-08-04,SUCCESS,271.83,48.93,0.0,13467.42,SET001026,13467.42,0.0,MATCHED
TXN001054,ORD001054,CUST00587,2943.75,2026-08-25,SUCCESS,33.44,6.02,0.0,2904.29,SET001027,2904.29,0.0,MATCHED
TXN001055,ORD001055,CUST00557,20599.74,2026-08-12,SUCCESS,354.25,63.77,0.0,20181.72,SET001028,20181.72,0.0,MATCHED
TXN001056,ORD001056,CUST00556,20583.01,2026-08-02,SUCCESS,299.95,53.99,0.0,20229.07,SET001029,20229.07,0.0,MATCHED
TXN001057,ORD001057,CUST00452,13704.2,2026-08-14,SUCCESS,281.62,50.69,0.0,12307.29,SET001030,13371.89,1064.6,UNDER_SETTLED
TXN001058,ORD001058,CUST00105,18426.12,2026-08-21,SUCCESS,421.38,75.85,0.0,17928.89,SET001031,17928.89,0.0,MATCHED
TXN001059,ORD001059,CUST00254,7512.95,2026-08-02,SUCCESS,159.34,28.68,3283.69,4041.24,SET001032,4041.24,0.0,MATCHED
TXN001060,ORD001060,CUST00461,6644.1,2026-08-03,SUCCESS,68.87,12.4,0.0,6562.83,SET001033,6562.83,0.0,MATCHED
TXN001061,ORD001061,CUST00450,21645.73,2026-08-04,SUCCESS,364.14,65.55,0.0,21216.04,SET001034,21216.04,0.0,MATCHED
TXN001062,ORD001062,CUST00243,5325.97,2026-08-24,SUCCESS,114.92,20.69,0.0,5190.36,SET001035,5190.36,0.0,MATCHED
TXN001063,ORD001063,CUST00603,17259.43,2026-08-23,SUCCESS,398.92,71.81,16069.71,718.99,SET001036,718.99,0.0,MATCHED
TXN001064,ORD001064,CUST00625,15855.99,2026-08-06,SUCCESS,254.97,45.89,0.0,15555.13,SET001037,15555.13,0.0,MATCHED
TXN001065,ORD001065,CUST00631,3566.95,2026-08-07,SUCCESS,77.93,14.03,0.0,3474.99,SET001038,3474.99,0.0,MATCHED
TXN001066,ORD001066,CUST00212,20155.47,2026-08-19,SUCCESS,313.54,56.44,0.0,19785.49,SET001039,19785.49,0.0,MATCHED
TXN001067,ORD001067,CUST00360,13353.79,2026-08-20,SUCCESS,226.54,40.78,0.0,13086.47,SET001040,13086.47,0.0,MATCHED
TXN001068,ORD001068,CUST00552,4292.6,2026-08-23,SUCCESS,83.71,15.07,0.0,4193.82,SET001041,4193.82,0.0,MATCHED
TXN001069,ORD001069,CUST00300,7304.4,2026-08-09,SUCCESS,167.31,30.12,0.0,7106.97,SET001042,7106.97,0.0,MATCHED
TXN001070,ORD001070,CUST00527,24638.66,2026-08-22,SUCCESS,272.52,49.05,0.0,24317.09,SET001043,24317.09,0.0,MATCHED
TXN001071,ORD001071,CUST00098,3476.16,2026-08-25,SUCCESS,81.35,14.64,0.0,3380.17,SET001044,3380.17,0.0,MATCHED
TXN001072,ORD001072,CUST00422,22977.34,2026-08-09,SUCCESS,344.51,62.01,0.0,21876.96,SET001045,22570.82,693.86,UNDER_SETTLED
TXN001073,ORD001073,CUST00672,3259.52,2026-08-05,SUCCESS,34.19,6.15,0.0,3219.18,SET001046,3219.18,0.0,MATCHED
TXN001074,ORD001074,CUST00256,3741.46,2026-08-11,SUCCESS,61.32,11.04,0.0,3669.1,SET001047,3669.1,0.0,MATCHED
TXN001075,ORD001075,CUST00254,19060.69,2026-08-22,SUCCESS,267.74,48.19,16434.92,2309.84,SET001048,2309.84,0.0,MATCHED
TXN001076,ORD001076,CUST00403,12287.52,2026-08-19,SUCCESS,297.25,53.5,0.0,11936.77,SET001049,11936.77,0.0,MATCHED
TXN001077,ORD001077,CUST00648,6791.06,2026-08-14,SUCCESS,123.17,22.17,0.0,6645.72,SET001050,6645.72,0.0,MATCHED
TXN001078,ORD001078,CUST00385,11354.59,2026-08-21,SUCCESS,248.86,44.79,0.0,11060.94,SET001051,11060.94,0.0,MATCHED
TXN001079,ORD001079,CUST00096,10130.98,2026-08-24,SUCCESS,221.01,39.78,0.0,9870.19,SET001052,9870.19,0.0,MATCHED
TXN001080,ORD001080,CUST00285,17398.12,2026-08-12,SUCCESS,195.11,35.12,0.0,17167.89,SET001053,17167.89,0.0,MATCHED
TXN001081,ORD001081,CUST00466,23761.33,2026-08-11,SUCCESS,551.56,99.28,0.0,23110.49,SET001054,23110.49,0.0,MATCHED
TXN001082,ORD001082,CUST00596,161.58,2026-08-25,SUCCESS,3.4,0.61,0.0,157.57,SET001055,157.57,0.0,MATCHED
TXN001083,ORD001083,CUST00096,18300.21,2026-08-15,SUCCESS,198.05,35.65,0.0,18066.51,SET001056,18066.51,0.0,MATCHED
TXN001084,ORD001084,CUST00651,16637.18,2026-08-12,SUCCESS,402.28,72.41,0.0,16162.49,SET001057,16162.49,0.0,MATCHED
TXN001085,ORD001085,CUST00065,19912.38,2026-08-13,SUCCESS,400.63,72.11,0.0,19439.64,SET001058,19439.64,0.0,MATCHED
TXN001086,ORD001086,CUST00224,24206.4,2026-08-07,SUCCESS,564.49,101.61,0.0,23540.3,SET001059,23540.3,0.0,MATCHED
TXN001087,ORD001087,CUST00507,6786.57,2026-08-10,SUCCESS,79.16,14.25,0.0,6693.16,SET001060,6693.16,0.0,MATCHED
TXN001088,ORD001088,CUST00346,13728.03,2026-08-05,SUCCESS,212.56,38.26,12120.2,1357.01,SET001061,1357.01,0.0,MATCHED
TXN001089,ORD001089,CUST00580,21325.32,2026-08-26,SUCCESS,411.3,74.03,5826.48,15013.51,SET001062,15013.51,0.0,MATCHED
TXN001090,ORD001090,CUST00352,22364.45,2026-08-25,SUCCESS,346.28,62.33,0.0,21955.84,SET001063,21955.84,0.0,MATCHED
TXN001091,ORD001091,CUST00050,1243.98,2026-08-21,SUCCESS,15.71,2.83,0.0,1225.44,SET001064,1225.44,0.0,MATCHED
TXN001092,ORD001092,CUST00471,505.41,2026-08-06,SUCCESS,9.29,1.67,0.0,494.45,SET001065,494.45,0.0,MATCHED
TXN001093,ORD001093,CUST00452,11467.3,2026-08-14,SUCCESS,126.2,22.72,0.0,11318.38,SET001066,11318.38,0.0,MATCHED
TXN001094,ORD001094,CUST00208,24892.78,2026-08-05,SUCCESS,513.79,92.48,0.0,24286.51,SET001067,24286.51,0.0,MATCHED
TXN001095,ORD001095,CUST00666,7616.45,2026-08-09,SUCCESS,99.55,17.92,0.0,7498.98,SET001068,7498.98,0.0,MATCHED
TXN001096,ORD001096,CUST00096,16399.24,2026-08-09,SUCCESS,405.37,72.97,0.0,15920.9,SET001069,15920.9,0.0,MATCHED
TXN001097,ORD001097,CUST00085,9358.91,2026-08-21,SUCCESS,127.09,22.88,0.0,9208.94,SET001070,9208.94,0.0,MATCHED
TXN001098,ORD001098,CUST00170,1389.5,2026-08-21,SUCCESS,16.26,2.93,1045.59,324.72,SET001071,324.72,0.0,MATCHED
TXN001099,ORD001099,CUST00313,18177.11,2026-08-25,SUCCESS,312.24,56.2,0.0,17808.67,SET001072,17808.67,0.0,MATCHED
TXN001100,ORD001100,CUST00240,10787.85,2026-08-03,SUCCESS,259.85,46.77,0.0,10481.23,SET001073,10481.23,0.0,MATCHED
TXN001101,ORD001101,CUST00098,127.05,2026-08-16,SUCCESS,2.38,0.43,0.0,124.24,SET001074,124.24,0.0,MATCHED
TXN001102,ORD001102,CUST00080,3404.22,2026-08-08,SUCCESS,83.02,14.94,0.0,3306.26,SET001075,3306.26,0.0,MATCHED
TXN001103,ORD001103,CUST00532,17031.57,2026-08-01,SUCCESS,223.91,40.3,0.0,16767.36,SET001076,16767.36,0.0,MATCHED
TXN001104,ORD001104,CUST00009,17420.37,2026-08-04,SUCCESS,368.88,66.4,0.0,16985.09,SET001077,16985.09,0.0,MATCHED
TXN001105,ORD001105,CUST00433,17381.37,2026-08-16,SUCCESS,232.59,41.87,0.0,17106.91,SET001078,17106.91,0.0,MATCHED
TXN001106,ORD001106,CUST00073,5800.78,2026-08-03,SUCCESS,88.7,15.97,0.0,5696.11,SET001079,5696.11,0.0,MATCHED
TXN001107,ORD001107,CUST00105,2669.72,2026-08-12,SUCCESS,37.4,6.73,0.0,2625.59,SET001080,2625.59,0.0,MATCHED
TXN001108,ORD001108,CUST00307,3514.52,2026-08-25,SUCCESS,71.01,12.78,0.0,3430.73,SET001081,3430.73,0.0,MATCHED
TXN001109,ORD001109,CUST00137,16075.25,2026-08-22,SUCCESS,227.58,40.96,0.0,15806.71,SET001082,15806.71,0.0,MATCHED
TXN001110,ORD001110,CUST00147,1803.45,2026-08-19,SUCCESS,19.75,3.55,0.0,1780.15,SET001083,1780.15,0.0,MATCHED
TXN001111,ORD001111,CUST00009,15296.95,2026-08-06,SUCCESS,232.18,41.79,0.0,15022.98,SET001084,15022.98,0.0,MATCHED
TXN001112,ORD001112,CUST00451,8844.57,2026-08-07,SUCCESS,152.95,27.53,0.0,8664.09,SET001085,8664.09,0.0,MATCHED
TXN001113,ORD001113,CUST00644,18731.89,2026-08-14,SUCCESS,335.31,60.36,0.0,18336.22,SET001086,18336.22,0.0,MATCHED
TXN001114,ORD001114,CUST00631,17195.5,2026-08-07,SUCCESS,203.61,36.65,0.0,16955.24,SET001087,16955.24,0.0,MATCHED
TXN001115,ORD001115,CUST00089,22425.16,2026-08-05,SUCCESS,463.02,83.34,0.0,21878.8,SET001088,21878.8,0.0,MATCHED
TXN001116,ORD001116,CUST00127,14780.39,2026-08-13,SUCCESS,298.19,53.67,0.0,14428.53,SET001089,14428.53,0.0,MATCHED
TXN001117,ORD001117,CUST00360,24084.89,2026-08-11,SUCCESS,433.36,78.0,0.0,23573.53,SET001090,23573.53,0.0,MATCHED
TXN001118,ORD001118,CUST00144,6269.88,2026-08-21,SUCCESS,90.19,16.23,0.0,6163.46,SET001091,6163.46,0.0,MATCHED
TXN001119,ORD001119,CUST00087,6279.36,2026-08-20,SUCCESS,121.28,21.83,2783.5,3352.75,SET001092,3352.75,0.0,MATCHED
TXN001120,ORD001120,CUST00615,18057.37,2026-08-10,SUCCESS,397.24,71.5,0.0,17588.63,SET001093,17588.63,0.0,MATCHED
TXN001121,ORD001121,CUST00028,21212.51,2026-08-22,SUCCESS,512.93,92.33,0.0,20607.25,SET001094,20607.25,0.0,MATCHED
TXN001122,ORD001122,CUST00309,5215.6,2026-08-20,SUCCESS,115.43,20.78,0.0,5079.39,SET001095,5079.39,0.0,MATCHED
TXN001123,ORD001123,CUST00522,4797.3,2026-08-13,SUCCESS,115.68,20.82,0.0,4660.8,SET001096,4660.8,0.0,MATCHED
TXN001124,ORD001124,CUST00303,16189.63,2026-08-26,SUCCESS,177.83,32.01,0.0,15979.79,SET001097,15979.79,0.0,MATCHED
TXN001125,ORD001125,CUST00246,12422.7,2026-08-04,SUCCESS,290.42,52.28,0.0,12080.0,SET001098,12080.0,0.0,MATCHED
TXN001126,ORD001126,CUST00247,12539.61,2026-08-20,SUCCESS,211.52,38.07,0.0,12290.02,SET001099,12290.02,0.0,MATCHED
TXN001127,ORD001127,CUST00073,13254.33,2026-08-01,SUCCESS,148.48,26.73,0.0,13079.12,SET001100,13079.12,0.0,MATCHED
TXN001128,ORD001128,CUST00370,23354.72,2026-08-05,SUCCESS,548.12,98.66,0.0,22707.94,SET001101,22707.94,0.0,MATCHED
TXN001129,ORD001129,CUST00397,21534.27,2026-08-19,SUCCESS,308.49,55.53,0.0,21170.25,SET001102,21170.25,0.0,MATCHED
TXN001130,ORD001130,CUST00431,9198.77,2026-08-22,SUCCESS,223.98,40.32,0.0,8934.47,SET001103,8934.47,0.0,MATCHED
TXN001131,ORD001131,CUST00177,19091.88,2026-08-25,SUCCESS,222.24,40.0,4257.31,14572.33,SET001104,14572.33,0.0,MATCHED
TXN001132,ORD001132,CUST00075,515.57,2026-08-03,SUCCESS,7.29,1.31,0.0,506.97,SET001105,506.97,0.0,MATCHED
TXN001133,ORD001133,CUST00015,6628.41,2026-08-02,SUCCESS,135.59,24.41,0.0,6468.41,SET001106,6468.41,0.0,MATCHED
TXN001134,ORD001134,CUST00062,23722.13,2026-08-13,SUCCESS,413.83,74.49,0.0,23233.81,SET001107,23233.81,0.0,MATCHED
TXN001135,ORD001135,CUST00519,7233.55,2026-08-23,SUCCESS,167.28,30.11,3983.01,3053.15,SET001108,3053.15,0.0,MATCHED
TXN001136,ORD001136,CUST00514,19201.04,2026-08-14,SUCCESS,341.98,61.56,0.0,18797.5,SET001109,18797.5,0.0,MATCHED
TXN001137,ORD001137,CUST00412,2152.45,2026-08-18,SUCCESS,41.78,7.52,0.0,2103.15,SET001110,2103.15,0.0,MATCHED
TXN001138,ORD001138,CUST00551,15439.57,2026-08-09,SUCCESS,222.29,40.01,0.0,15177.27,SET001111,15177.27,0.0,MATCHED
TXN001139,ORD001139,CUST00086,7816.68,2026-08-17,SUCCESS,191.85,34.53,0.0,7590.3,SET001112,7590.3,0.0,MATCHED
TXN001140,ORD001140,CUST00209,24360.4,2026-08-05,SUCCESS,441.45,79.46,0.0,23839.49,SET001113,23839.49,0.0,MATCHED
TXN001141,ORD001141,CUST00550,8236.08,2026-08-19,SUCCESS,98.67,17.76,0.0,8119.65,SET001114,8119.65,0.0,MATCHED
TXN001142,ORD001142,CUST00650,19104.28,2026-08-21,SUCCESS,290.39,52.27,0.0,18761.62,SET001115,18761.62,0.0,MATCHED
TXN001143,ORD001143,CUST00698,16114.55,2026-08-10,SUCCESS,268.43,48.32,0.0,15797.8,SET001116,15797.8,0.0,MATCHED
TXN001144,ORD001144,CUST00448,18275.96,2026-08-08,SUCCESS,359.49,64.71,0.0,17851.76,SET001117,17851.76,0.0,MATCHED
TXN001145,ORD001145,CUST00060,6187.55,2026-08-14,SUCCESS,88.93,16.01,0.0,6082.61,SET001118,6082.61,0.0,MATCHED
TXN001146,ORD001146,CUST00119,11388.96,2026-08-20,SUCCESS,124.64,22.44,10585.39,656.49,SET001119,656.49,0.0,MATCHED
TXN001147,ORD001147,CUST00057,7801.32,2026-08-24,SUCCESS,180.03,32.41,0.0,7588.88,SET001120,7588.88,0.0,MATCHED
TXN001148,ORD001148,CUST00674,18542.39,2026-08-04,SUCCESS,250.04,45.01,0.0,18247.34,SET001121,18247.34,0.0,MATCHED
TXN001149,ORD001149,CUST00013,17726.73,2026-08-23,SUCCESS,429.19,77.25,0.0,17220.29,SET001122,17220.29,0.0,MATCHED
TXN001150,ORD001150,CUST00012,4179.43,2026-08-12,SUCCESS,82.21,14.8,0.0,4082.42,SET001123,4082.42,0.0,MATCHED
TXN001151,ORD001151,CUST00536,12978.85,2026-08-24,SUCCESS,209.94,37.79,0.0,12731.12,SET001124,12731.12,0.0,MATCHED
TXN001152,ORD001152,CUST00266,4257.38,2026-08-05,SUCCESS,64.46,11.6,0.0,4181.32,SET001125,4181.32,0.0,MATCHED
TXN001153,ORD001153,CUST00276,18350.1,2026-08-04,SUCCESS,361.33,65.04,0.0,17923.73,SET001126,17923.73,0.0,MATCHED
TXN001154,ORD001154,CUST00031,8441.77,2026-08-14,SUCCESS,125.74,22.63,0.0,8293.4,SET001127,8293.4,0.0,MATCHED
TXN001155,ORD001155,CUST00279,13143.97,2026-08-09,SUCCESS,248.43,44.72,0.0,12850.82,SET001128,12850.82,0.0,MATCHED
TXN001156,ORD001156,CUST00591,15725.57,2026-08-16,SUCCESS,321.63,57.89,0.0,15346.05,SET001129,15346.05,0.0,MATCHED
TXN001157,ORD001157,CUST00467,12818.47,2026-08-02,SUCCESS,290.06,52.21,0.0,12476.2,SET001130,12476.2,0.0,MATCHED
TXN001158,ORD001158,CUST00512,21498.06,2026-08-06,SUCCESS,358.56,64.54,0.0,21074.96,SET001131,21074.96,0.0,MATCHED
TXN001159,ORD001159,CUST00377,4017.02,2026-08-25,SUCCESS,58.49,10.53,0.0,3948.0,SET001132,3948.0,0.0,MATCHED
TXN001160,ORD001160,CUST00106,22367.28,2026-08-22,SUCCESS,267.94,48.23,0.0,22051.11,SET001133,22051.11,0.0,MATCHED
TXN001161,ORD001161,CUST00119,5787.27,2026-08-17,SUCCESS,126.4,22.75,0.0,5638.12,SET001134,5638.12,0.0,MATCHED
TXN001162,ORD001162,CUST00003,1196.54,2026-08-01,SUCCESS,15.05,2.71,995.3,183.48,SET001135,183.48,0.0,MATCHED
TXN001163,ORD001163,CUST00251,1244.94,2026-08-12,SUCCESS,17.3,3.11,0.0,1224.53,SET001136,1224.53,0.0,MATCHED
TXN001164,ORD001164,CUST00393,23013.64,2026-08-06,SUCCESS,397.3,71.51,0.0,22544.83,SET001137,22544.83,0.0,MATCHED
TXN001165,ORD001165,CUST00037,13866.33,2026-08-23,SUCCESS,340.57,61.3,0.0,13464.46,SET001138,13464.46,0.0,MATCHED
TXN001166,ORD001166,CUST00672,10542.3,2026-08-11,SUCCESS,227.15,40.89,0.0,10274.26,SET001139,10274.26,0.0,MATCHED
TXN001167,ORD001167,CUST00255,10464.79,2026-08-24,SUCCESS,112.08,20.17,0.0,10332.54,SET001140,10332.54,0.0,MATCHED
TXN001168,ORD001168,CUST00328,6854.32,2026-08-03,SUCCESS,104.85,18.87,0.0,6730.6,SET001141,6730.6,0.0,MATCHED
TXN001169,ORD001169,CUST00586,9382.92,2026-08-17,SUCCESS,158.0,28.44,0.0,8204.01,SET001142,9196.48,992.47,UNDER_SETTLED
TXN001170,ORD001170,CUST00690,22558.33,2026-08-06,SUCCESS,281.88,50.74,0.0,22225.71,SET001143,22225.71,0.0,MATCHED
TXN001171,ORD001171,CUST00229,20128.02,2026-08-02,SUCCESS,480.29,86.45,0.0,19561.28,SET001144,19561.28,0.0,MATCHED
TXN001172,ORD001172,CUST00411,1816.27,2026-08-15,SUCCESS,37.56,6.76,0.0,1771.95,SET001145,1771.95,0.0,MATCHED
TXN001173,ORD001173,CUST00290,19360.83,2026-08-10,SUCCESS,276.45,49.76,0.0,,,19034.62,,MISSING_SETTLEMENT
TXN001174,ORD001174,CUST00336,2251.0,2026-08-15,SUCCESS,55.37,9.97,1787.01,398.65,SET001146,398.65,0.0,MATCHED
TXN001175,ORD001175,CUST00009,9286.09,2026-08-10,SUCCESS,209.77,37.76,0.0,9038.56,SET001147,9038.56,0.0,MATCHED
TXN001176,ORD001176,CUST00578,19634.23,2026-08-24,SUCCESS,400.4,72.07,0.0,19161.76,SET001148,19161.76,0.0,MATCHED
TXN001177,ORD001177,CUST00638,6140.34,2026-08-12,SUCCESS,122.78,22.1,0.0,5995.46,SET001149,5995.46,0.0,MATCHED
TXN001178,ORD001178,CUST00606,24299.26,2026-08-25,SUCCESS,298.94,53.81,0.0,23946.51,SET001150,23946.51,0.0,MATCHED
TXN001179,ORD001179,CUST00201,18338.34,2026-08-18,SUCCESS,248.83,44.79,0.0,18044.72,SET001151,18044.72,0.0,MATCHED
TXN001180,ORD001180,CUST00252,3849.1,2026-08-14,SUCCESS,40.87,7.36,0.0,3800.87,SET001152,3800.87,0.0,MATCHED
TXN001181,ORD001181,CUST00025,5901.64,2026-08-12,SUCCESS,87.05,15.67,0.0,5798.92,SET001153,5798.92,0.0,MATCHED
TXN001182,ORD001182,CUST00652,21005.39,2026-08-01,SUCCESS,249.9,44.98,0.0,20710.51,SET001154,20710.51,0.0,MATCHED
TXN001183,ORD001183,CUST00344,136.4,2026-08-22,SUCCESS,1.9,0.34,0.0,134.16,SET001155,134.16,0.0,MATCHED
TXN001184,ORD001184,CUST00386,21240.25,2026-08-24,SUCCESS,271.18,48.81,0.0,19968.32,SET001156,20920.26,951.94,UNDER_SETTLED
TXN001185,ORD001185,CUST00315,2688.33,2026-08-17,SUCCESS,49.57,8.92,0.0,2629.84,SET001157,2629.84,0.0,MATCHED
TXN001186,ORD001186,CUST00244,10553.41,2026-08-02,SUCCESS,111.03,19.99,0.0,10422.39,SET001158,10422.39,0.0,MATCHED
TXN001187,ORD001187,CUST00146,17820.15,2026-08-03,SUCCESS,262.92,47.33,0.0,17509.9,SET001159,17509.9,0.0,MATCHED
TXN001188,ORD001188,CUST00045,23039.73,2026-08-17,SUCCESS,349.23,62.86,0.0,22627.64,SET001160,22627.64,0.0,MATCHED
TXN001189,ORD001189,CUST00423,17551.09,2026-08-12,SUCCESS,273.69,49.26,0.0,17228.14,SET001161,17228.14,0.0,MATCHED
TXN001190,ORD001190,CUST00470,24366.41,2026-08-03,SUCCESS,440.98,79.38,0.0,23846.05,SET001162,23846.05,0.0,MATCHED
TXN001191,ORD001191,CUST00595,2479.87,2026-08-05,SUCCESS,30.85,5.55,0.0,2443.47,SET001163,2443.47,0.0,MATCHED
TXN001192,ORD001192,CUST00653,20517.08,2026-08-03,SUCCESS,297.98,53.64,0.0,20165.46,SET001164,20165.46,0.0,MATCHED
TXN001193,ORD001193,CUST00607,14238.74,2026-08-14,SUCCESS,338.97,61.01,0.0,13838.76,SET001165,13838.76,0.0,MATCHED
TXN001194,ORD001194,CUST00679,24109.04,2026-08-08,SUCCESS,387.39,69.73,0.0,23651.92,SET001166,23651.92,0.0,MATCHED
TXN001195,ORD001195,CUST00299,6598.67,2026-08-11,SUCCESS,115.42,20.78,0.0,6462.47,SET001167,6462.47,0.0,MATCHED
TXN001196,ORD001196,CUST00403,17548.07,2026-08-24,SUCCESS,213.75,38.48,0.0,17295.84,SET001168,17295.84,0.0,MATCHED
TXN001197,ORD001197,CUST00335,8019.64,2026-08-09,SUCCESS,135.3,24.35,0.0,7859.99,SET001169,7859.99,0.0,MATCHED
TXN001198,ORD001198,CUST00240,1959.72,2026-08-07,SUCCESS,29.01,5.22,0.0,1925.49,SET001170,1925.49,0.0,MATCHED
TXN001199,ORD001199,CUST00140,19520.43,2026-08-19,SUCCESS,196.46,35.36,0.0,19288.61,SET001171,19288.61,0.0,MATCHED
TXN001200,ORD001200,CUST00112,3969.72,2026-08-06,SUCCESS,83.67,15.06,0.0,3870.99,SET001172,3870.99,0.0,MATCHED
TXN001201,ORD001201,CUST00461,11704.77,2026-08-14,SUCCESS,288.34,51.9,0.0,11364.53,SET001173,11364.53,0.0,MATCHED
TXN001202,ORD001202,CUST00124,13444.52,2026-08-25,SUCCESS,201.25,36.23,0.0,13207.04,SET001174,13207.04,0.0,MATCHED
TXN001203,ORD001203,CUST00213,11352.74,2026-08-15,SUCCESS,233.66,42.06,0.0,11077.02,SET001175,11077.02,0.0,MATCHED
TXN001204,ORD001204,CUST00272,21326.81,2026-08-03,SUCCESS,364.87,65.68,3473.23,17423.03,SET001176,17423.03,0.0,MATCHED
TXN001205,ORD001205,CUST00162,20209.16,2026-08-10,SUCCESS,289.95,52.19,0.0,19867.02,SET001177,19867.02,0.0,MATCHED
TXN001206,ORD001206,CUST00618,1104.21,2026-08-11,SUCCESS,26.68,4.8,0.0,1072.73,SET001178,1072.73,0.0,MATCHED
TXN001207,ORD001207,CUST00152,2371.2,2026-08-08,SUCCESS,58.59,10.55,0.0,2302.06,SET001179,2302.06,0.0,MATCHED
TXN001208,ORD001208,CUST00365,9966.49,2026-08-02,SUCCESS,185.44,33.38,0.0,9747.67,SET001180,9747.67,0.0,MATCHED
TXN001209,ORD001209,CUST00694,7541.13,2026-08-06,SUCCESS,92.05,16.57,0.0,7432.51,SET001181,7432.51,0.0,MATCHED
TXN001210,ORD001210,CUST00032,23807.21,2026-08-15,SUCCESS,439.92,79.19,0.0,23288.1,SET001182,23288.1,0.0,MATCHED
TXN001211,ORD001211,CUST00570,18727.15,2026-08-08,SUCCESS,442.02,79.56,0.0,18205.57,SET001183,18205.57,0.0,MATCHED
TXN001212,ORD001212,CUST00097,11604.88,2026-08-26,SUCCESS,193.01,34.74,0.0,11377.13,SET001184,11377.13,0.0,MATCHED
TXN001213,ORD001213,CUST00144,3124.19,2026-08-02,SUCCESS,63.54,11.44,0.0,3049.21,SET001185,3049.21,0.0,MATCHED
TXN001214,ORD001214,CUST00228,3354.81,2026-08-13,SUCCESS,70.37,12.67,0.0,3271.77,SET001186,3271.77,0.0,MATCHED
TXN001215,ORD001215,CUST00382,17188.5,2026-08-21,SUCCESS,403.97,72.71,0.0,15443.21,SET001187,16711.82,1268.61,UNDER_SETTLED
TXN001216,ORD001216,CUST00087,14599.86,2026-08-09,SUCCESS,176.53,31.78,0.0,14391.55,SET001188,14391.55,0.0,MATCHED
TXN001217,ORD001217,CUST00077,642.82,2026-08-03,SUCCESS,11.74,2.11,0.0,628.97,SET001189,628.97,0.0,MATCHED
