settlement_id,transaction_id,settled_amount,settlement_date
SET001217,TXN001245,20821.38,2026-08-28
SET001218,TXN001246,7373.06,2026-08-07
SET001219,TXN001247,5815.8,2026-08-14
SET001220,TXN001248,22234.65,2026-08-03
SET001221,TXN001249,23377.88,2026-08-22
SET001222,TXN001250,13772.85,2026-08-08
SET001223,TXN001251,13331.51,2026-08-07
SET001224,TXN001252,1014.6,2026-08-05
SET001225,TXN001253,14688.91,2026-08-04
SET001226,TXN001254,6753.06,2026-08-14
SET001227,TXN001255,4983.12,2026-08-06
SET001228,TXN001256,17431.59,2026-08-27
SET001229,TXN001257,1552.39,2026-08-07
SET001230,TXN001258,17158.7,2026-08-06
SET001231,TXN001259,20875.16,2026-08-14
SET001232,TXN001260,9193.74,2026-08-24
SET001233,TXN001262,8006.94,2026-08-07
SET001234,TXN001263,19416.57,2026-08-17
SET001235,TXN001264,7783.11,2026-08-24
SET001236,TXN001265,16861.35,2026-08-23
SET001237,TXN001266,5585.21,2026-08-22
SET001238,TXN001267,9247.6,2026-08-26
SET001239,TXN001269,23407.73,2026-08-20
SET001240,TXN001270,20878.45,2026-08-28
SET001241,TXN001271,880.97,2026-08-21
SET001242,TXN001272,22593.05,2026-08-23
SET001243,TXN001273,15680.41,2026-08-06
SET001244,TXN001274,3514.23,2026-08-25
SET001245,TXN001275,5874.43,2026-08-13
SET001246,TXN001276,8952.35,2026-08-04
SET001247,TXN001277,2531.84,2026-08-13
SET001248,TXN001278,376.62,2026-08-10
SET001249,TXN001279,16985.04,2026-08-14
SET001250,TXN001280,19449.65,2026-08-27
SET001251,TXN001281,1264.54,2026-08-17
SET001252,TXN001282,23586.78,2026-08-17
SET001253,TXN001284,9241.17,2026-08-17
SET001254,TXN001285,15982.91,2026-08-24
SET001255,TXN001286,4099.21,2026-08-06
SET001256,TXN001287,7355.06,2026-08-14
SET001257,TXN001288,23404.95,2026-08-05
SET001258,TXN001289,4211.09,2026-08-16
SET001259,TXN001290,17839.57,2026-08-20
SET001260,TXN001291,8343.28,2026-08-21
SET001261,TXN001292,17229.83,2026-08-15
SET001262,TXN001293,4092.27,2026-08-17
SET001263,TXN001294,1406.03,2026-08-12
SET001264,TXN001295,23862.93,2026-08-16
SET001265,TXN001296,17645.31,2026-08-26
SET001266,TXN001297,5155.0,2026-08-12
SET001267,TXN001298,5931.26,2026-08-04
SET001268,TXN001299,14097.54,2026-08-17
SET001269,TXN001300,1414.32,2026-08-02
SET001270,TXN001301,2252.33,2026-08-25
SET001271,TXN001302,14669.29,2026-08-09
SET001272,TXN001303,724.45,2026-08-07
SET001273,TXN001304,7205.45,2026-08-04
SET001274,TXN001305,20536.3,2026-08-12
SET001275,TXN001306,11555.51,2026-08-23
SET001276,TXN001307,2321.39,2026-08-21
SET001277,TXN001308,4590.24,2026-08-14
SET001278,TXN001309,4679.88,2026-08-04
SET001279,TXN001310,10818.92,2026-08-10
SET001280,TXN001311,20482.88,2026-08-21
SET001281,TXN001312,3759.77,2026-08-25
SET001282,TXN001313,2471.07,2026-08-25
SET001283,TXN001314,19964.1,2026-08-15
SET001284,TXN001315,5664.42,2026-08-04
SET001285,TXN001316,19918.29,2026-08-16
SET001286,TXN001317,16963.67,2026-08-17
SET001287,TXN001318,21729.21,2026-08-18
SET001288,TXN001319,2031.63,2026-08-26
SET001289,TXN001320,12360.04,2026-08-18
SET001290,TXN001321,16496.39,2026-08-23
SET001291,TXN001322,3038.99,2026-08-27
SET001292,TXN001323,4330.11,2026-08-08
SET001293,TXN001324,19802.31,2026-08-06
SET001294,TXN001325,10340.08,2026-08-24
SET001295,TXN001326,5020.65,2026-08-24
SET001296,TXN001327,20339.92,2026-08-11
SET001297,TXN001328,22436.36,2026-08-29
SET001298,TXN001329,2236.44,2026-08-19
SET001299,TXN001330,13498.31,2026-08-10
SET001300,TXN001331,11261.56,2026-08-03
SET001301,TXN001333,2825.01,2026-08-08
SET001302,TXN001334,13611.92,2026-08-22
SET001303,TXN001335,21600.35,2026-08-20
SET001304,TXN001336,19194.44,2026-08-21
SET001305,TXN001337,21432.88,2026-08-12
SET001306,TXN001338,16182.82,2026-08-21
SET001307,TXN001339,11616.73,2026-08-08
SET001308,TXN001340,9866.79,2026-08-22
SET001309,TXN001341,16847.13,2026-08-14
SET001310,TXN001342,9746.46,2026-08-14
SET001311,TXN001343,1302.92,2026-08-19
SET001312,TXN001344,21978.77,2026-08-02
SET001313,TXN001345,20088.37,2026-08-11
SET001314,TXN001346,6882.93,2026-08-19
SET001315,TXN001347,23984.17,2026-08-09
SET001316,TXN001348,7471.75,2026-08-27
SET001317,TXN001349,19068.94,2026-08-14
SET001318,TXN001350,17970.94,2026-08-22
SET001319,TXN001351,2258.94,2026-08-16
SET001320,TXN001352,22326.87,2026-08-16
SET001321,TXN001353,18507.27,2026-08-15
SET001322,TXN001354,10644.16,2026-08-08
SET001323,TXN001355,7680.47,2026-08-18
SET001324,TXN001356,3402.71,2026-08-19
SET001325,TXN001357,800.14,2026-08-10
SET001326,TXN001358,20651.37,2026-08-09
SET001327,TXN001359,11236.83,2026-08-13
SET001328,TXN001360,6831.0,2026-08-17
SET001329,TXN001361,9721.35,2026-08-06
SET001330,TXN001362,836.78,2026-08-15
SET001331,TXN001363,14589.57,2026-08-08
SET001332,TXN001364,14458.56,2026-08-13
SET001333,TXN001365,4095.5,2026-08-10
SET001334,TXN001366,7009.19,2026-08-15
SET001335,TXN001368,20962.23,2026-08-23
SET001336,TXN001369,16544.89,2026-08-11
SET001337,TXN001370,10112.89,2026-08-04
SET001338,TXN001371,313.72,2026-08-08
SET001339,TXN001372,4358.38,2026-08-27
SET001340,TXN001373,5523.17,2026-08-23
SET001341,TXN001374,17566.4,2026-08-24
SET001342,TXN001375,6769.33,2026-08-16
SET001343,TXN001376,11363.96,2026-08-09
SET001344,TXN001377,7502.88,2026-08-20
SET001345,TXN001378,9849.07,2026-08-07
SET001346,TXN001379,12655.63,2026-08-25
SET001347,TXN001381,6967.13,2026-08-24
SET001348,TXN001382,11784.71,2026-08-12
SET001349,TXN001383,15839.33,2026-08-12
SET001350,TXN001384,16018.03,2026-08-24
SET001351,TXN001385,4669.43,2026-08-20
SET001352,TXN001386,22219.75,2026-08-28
SET001353,TXN001387,8729.53,2026-08-12
SET001354,TXN001388,3491.63,2026-08-04
SET001355,TXN001389,12223.8,2026-08-11
SET001356,TXN001390,22390.66,2026-08-16
SET001357,TXN001391,18188.16,2026-08-21
SET001358,TXN001392,20086.39,2026-08-13
SET001359,TXN001393,16966.34,2026-08-22
SET001360,TXN001394,22137.07,2026-08-25
SET001361,TXN001395,12411.85,2026-08-08
SET001362,TXN001396,2093.0,2026-08-08
SET001363,TXN001397,2459.25,2026-08-06
SET001364,TXN001398,17876.89,2026-08-20
SET001365,TXN001399,23021.3,2026-08-13
SET001366,TXN001400,2288.55,2026-08-14
SET001367,TXN001401,18295.06,2026-08-11
SET001368,TXN001402,19459.02,2026-08-12
SET001369,TXN001403,6411.55,2026-08-11
SET001370,TXN001404,20688.95,2026-08-17
SET001371,TXN001405,21053.48,2026-08-20
SET001372,TXN001406,23189.08,2026-08-06
SET001373,TXN001407,21920.97,2026-08-20
SET001374,TXN001408,21252.33,2026-08-14
SET001375,TXN001409,7343.13,2026-08-05
SET001376,TXN001410,3463.79,2026-08-09
SET001377,TXN001411,10063.62,2026-08-22
SET001378,TXN001412,3616.59,2026-08-26
SET001379,TXN001413,19066.1,2026-08-18
SET001380,TXN001414,15622.22,2026-08-09
SET001381,TXN001415,15650.35,2026-08-03
SET001382,TXN001416,6805.87,2026-08-27
SET001383,TXN001417,14206.77,2026-08-08
SET001384,TXN001418,19106.22,2026-08-26
SET001385,TXN001419,3251.42,2026-08-15
SET001386,TXN001420,10478.97,2026-08-16
SET001387,TXN001421,9513.93,2026-08-05
SET001388,TXN001422,4986.44,2026-08-13
SET001389,TXN001423,21848.58,2026-08-28
SET001390,TXN001424,4727.49,2026-08-24
SET001391,TXN001425,15417.32,2026-08-11
SET001392,TXN001427,3245.55,2026-08-16
SET001393,TXN001428,14333.58,2026-08-07
SET001394,TXN001429,20304.48,2026-08-13
SET001395,TXN001430,11245.5,2026-08-18
SET001396,TXN001431,2999.88,2026-08-15
SET001397,TXN001432,8499.42,2026-08-19
SET001398,TXN001433,18480.67,2026-08-07
SET001399,TXN001434,568.26,2026-08-09
SET001400,TXN001435,5202.02,2026-08-04
SET001401,TXN001436,12488.21,2026-08-07
SET001402,TXN001437,17561.75,2026-08-27
SET001403,TXN001438,9308.16,2026-08-24
SET001404,TXN001439,18815.87,2026-08-21
SET001405,TXN001440,14527.3,2026-08-05
SET001406,TXN001441,2731.55,2026-08-03
SET001407,TXN001442,17058.51,2026-08-15
SET001408,TXN001443,1.37,2026-08-19
SET001409,TXN001444,11747.51,2026-08-07
SET001410,TXN001445,17117.44,2026-08-24
SET001411,TXN001446,7427.41,2026-08-23
SET001412,TXN001447,16308.35,2026-08-11
SET001413,TXN001448,14738.88,2026-08-06
SET001414,TXN001449,13791.18,2026-08-06
SET001415,TXN001450,17608.46,2026-08-05
SET001416,TXN001451,2889.11,2026-08-07
SET001417,TXN001452,4910.35,2026-08-08
SET001418,TXN001453,20489.31,2026-08-10
SET001419,TXN001454,17386.01,2026-08-13
SET001420,TXN001455,1052.35,2026-08-18
SET001421,TXN001456,16887.77,2026-08-18
SET001422,TXN001457,5797.71,2026-08-04
SET001423,TXN001458,2281.49,2026-08-07
SET001424,TXN001459,16264.64,2026-08-08
SET001425,TXN001460,19110.2,2026-08-06
SET001426,TXN001462,11248.77,2026-08-13
SET001427,TXN001463,10150.67,2026-08-07
SET001428,TXN001464,21575.18,2026-08-12
SET001429,TXN001465,19772.13,2026-08-14
SET001430,TXN001466,18140.36,2026-08-06
SET001431,TXN001467,333.25,2026-08-06
SET001432,TXN001468,15994.72,2026-08-13
SET001433,TXN001469,7968.15,2026-08-23
SET001434,TXN001470,21334.42,2026-08-04
SET001435,TXN001471,20128.62,2026-08-08
SET001436,TXN001472,9786.44,2026-08-17
SET001437,TXN001473,20537.09,2026-08-24
SET001438,TXN001474,19570.48,2026-08-22
SET001439,TXN001475,2829.6,2026-08-25
SET001440,TXN001476,24198.16,2026-08-07
SET001441,TXN001477,10180.52,2026-08-22
SET001442,TXN001478,19581.78,2026-08-23
SET001443,TXN001479,4536.21,2026-08-15
SET001444,TXN001480,882.27,2026-08-24
SET001445,TXN001481,11860.63,2026-08-18
SET001446,TXN001482,21831.84,2026-08-18
SET001447,TXN001483,1633.85,2026-08-22
SET001448,TXN001484,153.46,2026-08-23
SET001449,TXN001485,18848.68,2026-08-20
SET001450,TXN001486,5562.42,2026-08-24
SET001451,TXN001487,12732.82,2026-08-26
SET001452,TXN001488,2424.67,2026-08-25
SET001453,TXN001489,11853.5,2026-08-25
SET001454,TXN001490,15802.0,2026-08-08
SET001455,TXN001491,21745.75,2026-08-22
SET001456,TXN001492,384.61,2026-08-09
SET001457,TXN001493,20891.43,2026-08-19
SET001458,TXN001494,1923.68,2026-08-18
SET001459,TXN001495,5958.43,2026-08-10
SET001460,TXN001497,9398.85,2026-08-10
SET001461,TXN001498,11384.6,2026-08-27
SET001462,TXN001499,11111.21,2026-08-19
SET001463,TXN001500,7780.22,2026-08-19
SET001464,TXN001501,526.72,2026-08-16
SET001465,TXN001502,973.79,2026-08-20
SET001466,TXN001503,20172.85,2026-08-29
SET001467,TXN001504,23733.68,2026-08-23
SET001468,TXN001505,21755.95,2026-08-20
SET001469,TXN001506,16177.97,2026-08-17
SET001470,TXN001507,44.92,2026-08-05
SET001471,TXN001508,20593.23,2026-08-13
SET001472,TXN001509,18721.04,2026-08-21
SET001473,TXN001510,17481.25,2026-08-13
SET001474,TXN001511,2894.0,2026-08-27
SET001475,TXN001512,5489.29,2026-08-12
SET001476,TXN001513,12644.98,2026-08-29
SET001477,TXN001514,13511.78,2026-08-15
SET001478,TXN001515,1217.7,2026-08-08
SET001479,TXN001516,3500.0,2026-08-26
SET001480,TXN001517,2704.0,2026-08-23
SET001481,TXN001518,4633.13,2026-08-16
SET001482,TXN001519,11338.56,2026-08-29
SET001483,TXN001520,17599.51,2026-08-07
SET001484,TXN001521,245.69,2026-08-23
SET001485,TXN001522,14486.98,2026-08-27
SET001486,TXN001523,11289.42,2026-08-22
SET001487,TXN001524,3388.71,2026-08-19
SET001488,TXN001525,13040.81,2026-08-03
SET001489,TXN001526,23099.58,2026-08-22
SET001490,TXN001527,22616.29,2026-08-27
SET001491,TXN001528,16857.95,2026-08-07
SET001492,TXN001529,2632.52,2026-08-25
SET001493,TXN001530,14824.24,2026-08-12
SET001494,TXN001531,21594.69,2026-08-16
SET001495,TXN001532,22581.35,2026-08-28
SET001496,TXN001533,6743.4,2026-08-13
SET001497,TXN001534,11143.47,2026-08-06
SET001498,TXN001535,10234.82,2026-08-24
SET001499,TXN001536,7363.82,2026-08-24
SET001500,TXN001537,21025.99,2026-08-24
SET001501,TXN001538,10249.45,2026-08-08
SET001502,TXN001539,15298.78,2026-08-13
SET001503,TXN001540,22571.77,2026-08-06
SET001504,TXN001541,23725.56,2026-08-07
SET001505,TXN001542,13325.42,2026-08-24
SET001506,TXN001543,17454.65,2026-08-27
SET001507,TXN001544,13810.92,2026-08-20
SET001508,TXN001545,22889.34,2026-08-24
SET001509,TXN001546,16504.95,2026-08-19
SET001510,TXN001547,4884.77,2026-08-16
SET001511,TXN001548,12734.21,2026-08-04
SET001512,TXN001549,3653.67,2026-08-23
SET001513,TXN001550,5015.12,2026-08-27
SET001514,TXN001551,24280.16,2026-08-23
SET001515,TXN001552,3646.37,2026-08-05
SET001516,TXN001553,5086.52,2026-08-20
SET001517,TXN001554,8806.0,2026-08-17
SET001518,TXN001555,15251.55,2026-08-25
SET001519,TXN001556,21037.94,2026-08-27
SET001520,TXN001557,13824.52,2026-08-11
SET001521,TXN001558,19363.8,2026-08-28
SET001522,TXN001559,5880.34,2026-08-04
SET001523,TXN001560,7504.81,2026-08-29
SET001524,TXN001561,23714.14,2026-08-04
SET001525,TXN001562,18179.8,2026-08-10
SET001526,TXN001563,6686.74,2026-08-17
SET001527,TXN001564,22265.52,2026-08-24
SET001528,TXN001565,9050.44,2026-08-21
SET001529,TXN001566,17971.35,2026-08-10
SET001530,TXN001567,7328.8,2026-08-07
SET001531,TXN001568,1920.67,2026-08-08
SET001532,TXN001569,1667.39,2026-08-03
SET001533,TXN001570,6964.25,2026-08-11
SET001534,TXN001571,4034.96,2026-08-12
SET001535,TXN001572,8164.74,2026-08-24
SET001536,TXN001573,1064.88,2026-08-12
SET001537,TXN001574,1336.45,2026-08-22
SET001538,TXN001575,20508.72,2026-08-12
SET001539,TXN001576,19442.15,2026-08-21
SET001540,TXN001577,1868.54,2026-08-26
SET001541,TXN001578,12889.59,2026-08-09
SET001542,TXN001579,1745.01,2026-08-20
SET001543,TXN001580,10263.38,2026-08-19
SET001544,TXN001581,2344.74,2026-08-10
SET001545,TXN001582,16252.55,2026-08-12
SET001546,TXN001583,7216.54,2026-08-26
SET001547,TXN001584,13128.8,2026-08-21
SET001548,TXN001585,311.63,2026-08-25
SET001549,TXN001586,10998.4,2026-08-23
SET001550,TXN001587,22497.79,2026-08-10
SET001551,TXN001588,16662.35,2026-08-13
SET001552,TXN001589,22498.76,2026-08-06
SET001553,TXN001590,6341.91,2026-08-26
SET001554,TXN001591,702.13,2026-08-19
SET001555,TXN001592,12654.41,2026-08-19
SET001556,TXN001593,11969.72,2026-08-12
SET001557,TXN001594,4762.43,2026-08-19
SET001558,TXN001596,5499.43,2026-08-22
SET001559,TXN001597,5234.63,2026-08-23
SET001560,TXN001598,21271.9,2026-08-15
SET001561,TXN001599,5152.96,2026-08-25
SET001562,TXN001601,157.8,2026-08-24
SET001563,TXN001602,1026.89,2026-08-05
SET001564,TXN001603,4418.93,2026-08-11
SET001565,TXN001605,9975.95,2026-08-17
SET001566,TXN001606,10033.69,2026-08-14
SET001567,TXN001607,9624.56,2026-08-05
SET001568,TXN001608,243.67,2026-08-26
SET001569,TXN001609,1631.11,2026-08-25
SET001570,TXN001610,1208.44,2026-08-04
SET001571,TXN001611,22848.37,2026-08-06
SET001572,TXN001612,19183.89,2026-08-13
SET001573,TXN001613,2201.39,2026-08-26
SET001574,TXN001614,9432.67,2026-08-24
SET001575,TXN001615,11592.43,2026-08-21
SET001576,TXN001616,3427.86,2026-08-15
SET001577,TXN001617,7285.96,2026-08-24
SET001578,TXN001618,7406.22,2026-08-27
SET001579,TXN001619,8633.5,2026-08-04
SET001580,TXN001620,21381.44,2026-08-07
SET001581,TXN001621,1117.55,2026-08-20
SET001582,TXN001622,2158.27,2026-08-19
SET001583,TXN001623,7571.54,2026-08-27
SET001584,TXN001624,5307.09,2026-08-22
SET001585,TXN001625,753.8,2026-08-09
SET001586,TXN001626,15041.92,2026-08-10
SET001587,TXN001627,2889.08,2026-08-24
SET001588,TXN001628,20989.09,2026-08-28
SET001589,TXN001629,11251.5,2026-08-21
SET001590,TXN001630,7154.28,2026-08-06
SET001591,TXN001631,2494.16,2026-08-27
SET001592,TXN001633,3222.66,2026-08-22
SET001593,TXN001634,2532.37,2026-08-23
SET001594,TXN001635,21940.82,2026-08-13
SET001595,TXN001636,11100.59,2026-08-22
SET001596,TXN001637,7543.05,2026-08-21
SET001597,TXN001638,13857.56,2026-08-13
SET001598,TXN001639,23466.17,2026-08-08
SET001599,TXN001640,7754.91,2026-08-28
SET001600,TXN001641,17576.69,2026-08-24
SET001601,TXN001642,6888.24,2026-08-14
SET001602,TXN001643,16614.23,2026-08-14
SET001603,TXN001644,11425.96,2026-08-13
SET001604,TXN001645,11987.11,2026-08-06
SET001605,TXN001646,15892.15,2026-08-05
SET001606,TXN001647,20912.81,2026-08-08
SET001607,TXN001648,4926.57,2026-08-27
SET001608,TXN001649,1973.04,2026-08-06
SET001609,TXN001650,20848.75,2026-08-22
SET001610,TXN001651,19798.37,2026-08-21
SET001611,TXN001652,18805.74,2026-08-09
SET001612,TXN001653,13608.65,2026-08-20
SET001613,TXN001654,11589.34,2026-08-28
SET001614,TXN001655,9034.06,2026-08-09
SET001615,TXN001656,18103.84,2026-08-11
SET001616,TXN001657,11493.69,2026-08-20
SET001617,TXN001658,1281.28,2026-08-18
SET001618,TXN001659,16161.73,2026-08-28
SET001619,TXN001660,16792.65,2026-08-26
SET001620,TXN001661,3517.18,2026-08-09
SET001621,TXN001662,13925.08,2026-08-21
SET001622,TXN001663,21310.39,2026-08-08
SET001623,TXN001664,23192.95,2026-08-04
SET001624,TXN001665,18781.98,2026-08-11
SET001625,TXN001666,6587.5,2026-08-10
SET001626,TXN001667,16473.56,2026-08-20
SET001627,TXN001668,9509.44,2026-08-17
SET001628,TXN001669,1067.98,2026-08-23
SET001629,TXN001670,2630.47,2026-08-18
SET001630,TXN001671,20200.03,2026-08-26
SET001631,TXN001673,9285.45,2026-08-15
SET001632,TXN001674,14554.16,2026-08-04
SET001633,TXN001675,6192.56,2026-08-10
SET001634,TXN001676,10069.89,2026-08-15
SET001635,TXN001677,19391.86,2026-08-23
SET001636,TXN001678,12253.78,2026-08-08
SET001637,TXN001679,4106.42,2026-08-04
SET001638,TXN001680,7484.82,2026-08-08
SET001639,TXN001681,4667.27,2026-08-13
SET001640,TXN001682,17539.9,2026-08-07
SET001641,TXN001683,5757.43,2026-08-27
SET001642,TXN001684,17520.5,2026-08-19
SET001643,TXN001685,11726.5,2026-08-08
SET001644,TXN001686,4056.23,2026-08-16
SET001645,TXN001687,524.48,2026-08-08
SET001646,TXN001688,14481.19,2026-08-07
SET001647,TXN001689,12500.57,2026-08-21
SET001648,TXN001690,1460.81,2026-08-10
SET001649,TXN001691,12621.15,2026-08-14
SET001650,TXN001692,23540.85,2026-08-23
SET001651,TXN001693,21353.23,2026-08-26
SET001652,TXN001695,10975.3,2026-08-19
SET001653,TXN001696,4277.49,2026-08-15
SET001654,TXN001697,3602.51,2026-08-21
SET001655,TXN001698,15210.68,2026-08-19
SET001656,TXN001699,4200.89,2026-08-23
SET001657,TXN001700,22555.81,2026-08-21
SET001658,TXN001701,1780.27,2026-08-16
SET001659,TXN001702,3307.15,2026-08-02
SET001660,TXN001703,12905.98,2026-08-18
SET001661,TXN001704,20281.38,2026-08-22
SET001662,TXN001705,4452.96,2026-08-22
SET001663,TXN001706,1056.03,2026-08-28
SET001664,TXN001707,12266.96,2026-08-05
SET001665,TXN001708,11870.75,2026-08-08
SET001666,TXN001709,13307.69,2026-08-03
SET001667,TXN001710,15904.21,2026-08-19
SET001668,TXN001712,10582.29,2026-08-28
SET001669,TXN001713,19194.95,2026-08-14
SET001670,TXN001714,14510.32,2026-08-26
SET001671,TXN001715,1331.45,2026-08-07
SET001672,TXN001716,11694.67,2026-08-11
SET001673,TXN001717,6946.96,2026-08-21
SET001674,TXN001718,6340.94,2026-08-04
SET001675,TXN001719,14080.53,2026-08-06
SET001676,TXN001721,16803.93,2026-08-14
SET001677,TXN001722,8880.31,2026-08-07
SET001678,TXN001723,14839.15,2026-08-10
SET001679,TXN001724,20770.53,2026-08-15
SET001680,TXN001725,8997.23,2026-08-10
SET001681,TXN001726,9729.76,2026-08-08
SET001682,TXN001727,13521.69,2026-08-19
SET001683,TXN001728,4420.65,2026-08-21
SET001684,TXN001729,11853.83,2026-08-13
SET001685,TXN001730,8451.0,2026-08-24
SET001686,TXN001731,18125.46,2026-08-23
SET001687,TXN001732,18316.51,2026-08-16
SET001688,TXN001733,2552.08,2026-08-20
SET001689,TXN001734,19107.52,2026-08-27
SET001690,TXN001735,15108.8,2026-08-23
SET001691,TXN001736,3010.47,2026-08-23
SET001692,TXN001737,19847.79,2026-08-07
SET001693,TXN001738,22525.44,2026-08-16
SET001694,TXN001739,1649.85,2026-08-09
SET001695,TXN001740,2053.9,2026-08-04
SET001696,TXN001742,16130.44,2026-08-13
SET001697,TXN001743,1486.26,2026-08-27
SET001698,TXN001744,15153.52,2026-08-18
SET001699,TXN001745,5053.88,2026-08-23
SET001700,TXN001746,7031.19,2026-08-03
SET001701,TXN001747,12608.05,2026-08-24
SET001702,TXN001748,15178.88,2026-08-23
SET001703,TXN001749,8807.92,2026-08-23
SET001704,TXN001750,23710.29,2026-08-05
SET001705,TXN001751,19065.52,2026-08-15
SET001706,TXN001752,9667.06,2026-08-22
SET001707,TXN001753,12662.17,2026-08-25
SET001708,TXN001754,22550.96,2026-08-20
SET001709,TXN001755,17955.41,2026-08-20
SET001710,TXN001756,8529.66,2026-08-12
SET001711,TXN001757,14797.66,2026-08-10
SET001712,TXN001758,22588.49,2026-08-20
SET001713,TXN001759,6468.63,2026-08-17
SET001714,TXN001760,2698.41,2026-08-06
SET001715,TXN001761,7228.65,2026-08-05
SET001716,TXN001762,23336.02,2026-08-19
SET001717,TXN001763,6155.64,2026-08-16
SET001718,TXN001764,13751.21,2026-08-28
SET001719,TXN001765,18460.67,2026-08-28
SET001720,TXN001766,16659.21,2026-08-20
SET001721,TXN001767,11849.81,2026-08-12
SET001722,TXN001768,0.0,2026-08-28
SET001723,TXN001769,16574.36,2026-08-10
SET001724,TXN001770,10097.75,2026-08-15
SET001725,TXN001771,13103.68,2026-08-25
SET001726,TXN001772,6157.1,2026-08-04
SET001727,TXN001773,8794.43,2026-08-13
SET001728,TXN001774,13731.39,2026-08-09
SET001729,TXN001775,7732.14,2026-08-08
SET001730,TXN001776,6643.9,2026-08-26
SET001731,TXN001777,22663.14,2026-08-08
SET001732,TXN001778,18191.88,2026-08-09
SET001733,TXN001779,21418.86,2026-08-08
SET001734,TXN001780,5030.88,2026-08-09
SET001735,TXN001781,8809.51,2026-08-27
SET001736,TXN001783,23550.14,2026-08-18
SET001737,TXN001784,259.38,2026-08-21
SET001738,TXN001785,20601.0,2026-08-13
SET001739,TXN001786,7743.08,2026-08-21
SET001740,TXN001787,10323.72,2026-08-26
SET001741,TXN001788,1436.46,2026-08-11
SET001742,TXN001789,3214.48,2026-08-19
SET001743,TXN001790,11699.95,2026-08-19
SET001744,TXN001791,12391.51,2026-08-15
SET001745,TXN001792,11251.43,2026-08-06
SET001746,TXN001793,11269.03,2026-08-26
SET001747,TXN001794,387.84,2026-08-10
SET001748,TXN001795,14217.95,2026-08-13
SET001749,TXN001796,14952.19,2026-08-10
SET001750,TXN001797,13402.15,2026-08-09
SET001751,TXN001798,4593.65,2026-08-22
SET001752,TXN001799,9035.23,2026-08-17
SET001753,TXN001800,5262.02,2026-08-25
SET001754,TXN001801,8939.43,2026-08-15
SET001755,TXN001802,11000.18,2026-08-21
SET001756,TXN001803,23811.73,2026-08-23
SET001757,TXN001804,20051.99,2026-08-27
SET001758,TXN001805,19546.67,2026-08-21
SET001759,TXN001806,20819.29,2026-08-10
SET001760,TXN001807,19555.37,2026-08-25
SET001761,TXN001808,11605.5,2026-08-04
SET001762,TXN001809,10300.75,2026-08-08
SET001763,TXN001810,12596.7,2026-08-27
SET001764,TXN001811,19353.89,2026-08-13
SET001765,TXN001812,12909.5,2026-08-22
SET001766,TXN001813,9872.04,2026-08-26
SET001767,TXN001814,1564.77,2026-08-10
SET001768,TXN001815,20583.36,2026-08-05
SET001769,TXN001816,18334.57,2026-08-12
SET001770,TXN001817,8950.28,2026-08-21
SET001771,TXN001818,8510.34,2026-08-17
SET001772,TXN001819,3355.7,2026-08-23
SET001773,TXN001820,4983.92,2026-08-21
SET001774,TXN001821,15864.6,2026-08-09
SET001775,TXN001822,8767.83,2026-08-24
SET001776,TXN001823,11894.88,2026-08-25
SET001777,TXN001824,21810.58,2026-08-15
SET001778,TXN001826,21417.76,2026-08-24
SET001779,TXN001827,10344.2,2026-08-21
SET001780,TXN001828,10024.4,2026-08-06
SET001781,TXN001829,4021.95,2026-08-09
SET001782,TXN001830,7110.84,2026-08-11
SET001783,TXN001831,14917.7,2026-08-14
SET001784,TXN001832,21747.32,2026-08-26
SET001785,TXN001833,18458.53,2026-08-18
SET001786,TXN001834,10127.75,2026-08-08
SET001787,TXN001835,3141.44,2026-08-09
SET001788,TXN001836,3141.51,2026-08-25
SET001789,TXN001837,5253.42,2026-08-15
SET001790,TXN001838,2420.31,2026-08-18
SET001791,TXN001839,491.93,2026-08-28
SET001792,TXN001840,12896.96,2026-08-06
SET001793,TXN001841,6539.62,2026-08-07
SET001794,TXN001842,6127.5,2026-08-15
SET001795,TXN001843,5715.46,2026-08-25
SET001796,TXN001844,10881.57,2026-08-08
SET001797,TXN001845,12847.68,2026-08-07
SET001798,TXN001846,957.47,2026-08-15
SET001799,TXN001847,21102.64,2026-08-18
SET001800,TXN001848,22912.51,2026-08-19
SET001801,TXN001849,3422.85,2026-08-26
SET001802,TXN001850,4444.38,2026-08-21
SET001803,TXN001851,15536.02,2026-08-24
SET001804,TXN001852,10667.87,2026-08-23
SET001805,TXN001853,13070.4,2026-08-13
SET001806,TXN001854,13207.07,2026-08-28
SET001807,TXN001855,10832.09,2026-08-14
SET001808,TXN001856,6406.09,2026-08-11
SET001809,TXN001857,100.62,2026-08-28
SET001810,TXN001858,8545.9,2026-08-18
SET001811,TXN001859,303.16,2026-08-17
SET001812,TXN001860,7426.55,2026-08-26
SET001813,TXN001861,19650.67,2026-08-23
SET001814,TXN001862,19383.68,2026-08-20
SET001815,TXN001863,4654.23,2026-08-21
SET001816,TXN001864,9647.07,2026-08-09
SET001817,TXN001865,9520.58,2026-08-15
SET001818,TXN001866,6252.09,2026-08-16
SET001819,TXN001867,5913.2,2026-08-28
SET001820,TXN001868,19953.88,2026-08-24
SET001821,TXN001869,7071.35,2026-08-26
SET001822,TXN001870,13415.38,2026-08-16
SET001823,TXN001871,16003.53,2026-08-07
SET001824,TXN001873,15197.14,2026-08-11
